sample_id,fuel,set_id,source_set_id,candidate_pair_index,flow_setting,sync_timestamp,rgb_timestamp,ir_timestamp,thermal_timestamp,rgb_ir_delta_ms,thermal_time_delta_ms,thermal_frame_index,thermal_fps,thermal_video_width,thermal_video_height,thermal_video_frame_count,rgb_sequence,ir_sequence,rgb_tick_ms,ir_tick_ms,rgb_path,ir_path,thermal_path,source_rgb_path,source_ir_path,source_thermal_video,thermal_extract_flag,gas_timestamp,gas_time_delta_s,gas_source_line,gas_match_flag,gas_raw_efficiency_percent,gas_efficiency_percent,gas_raw_ambient_temp_c,gas_ambient_temp_c,gas_raw_stack_temp_c,gas_stack_temp_c,gas_raw_oxygen_percent,gas_oxygen_percent,gas_raw_carbon_monoxide_ppm,gas_carbon_monoxide_ppm,gas_raw_carbon_dioxide_percent,gas_carbon_dioxide_percent,gas_raw_stack_draft_inwc,gas_stack_draft_inwc,gas_raw_excess_air_percent,gas_excess_air_percent,gas_raw_nitric_oxide_ppm,gas_nitric_oxide_ppm,gas_raw_nitrogen_dioxide_ppm,gas_nitrogen_dioxide_ppm,gas_raw_oxides_of_nitrogen_ppm,gas_oxides_of_nitrogen_ppm,gas_qc_flag,gas_qc_reasons,gas_qc_warnings,gas_qc_version
flare_20260515_propene_set001_000079,propene,set-001,set-1,79,10,2026-05-15 19:41:26.445542,2026-05-15 19:41:26.531542,2026-05-15 19:41:26.359542,2026-05-15 19:41:26.450126,172,4.584,3362,25.001936,768,576,12912,79,1051,5239515,5239343,data/propene/set-001/rgb/flare_20260515_propene_set001_000079_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000079_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000079_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000079_00000000004FF2DB.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001051_00000000004FF22F.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:26,-0.445542,393,ok,N.A.,,37,37.0,228,228.0,19.8,19.8,1979,1979.0,0.4,0.4,4.4,4.4,OVER,,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000080,propene,set-001,set-1,80,10,2026-05-15 19:41:28.109542,2026-05-15 19:41:28.187542,2026-05-15 19:41:28.031542,2026-05-15 19:41:28.089999,156,-19.543,3403,25.001936,768,576,12912,80,1052,5241171,5241015,data/propene/set-001/rgb/flare_20260515_propene_set001_000080_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000080_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000080_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000080_00000000004FF953.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001052_00000000004FF8B7.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:28,-0.109542,395,ok,OVER,,37,37.0,230,230.0,19.7,19.7,1523,1523.0,0.6,0.6,4.4,4.4,OVER,,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000081,propene,set-001,set-1,81,10,2026-05-15 19:41:29.781542,2026-05-15 19:41:29.859542,2026-05-15 19:41:29.703542,2026-05-15 19:41:29.769869,156,-11.673,3445,25.001936,768,576,12912,81,1053,5242843,5242687,data/propene/set-001/rgb/flare_20260515_propene_set001_000081_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000081_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000081_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000081_00000000004FFFDB.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001053_00000000004FFF3F.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:30,0.218458,401,ok,N.A.,,37,37.0,20.0,20.0,2074,2074.0,1.4,1.4,0,0.0,845,845.0,N.A.,,N.A.,,0.0,0.0,OVER,,reject,oxygen_percent_outside_0_23;oxygen_plus_co2_gt_23;stack_draft_abs_gt_100_column_shift;stack_temp_c_outside_30_1000,,gas-qc-v1
flare_20260515_propene_set001_000082,propene,set-001,set-1,82,10,2026-05-15 19:41:31.445542,2026-05-15 19:41:31.531542,2026-05-15 19:41:31.359542,2026-05-15 19:41:31.449739,172,4.197,3487,25.001936,768,576,12912,82,1054,5244515,5244343,data/propene/set-001/rgb/flare_20260515_propene_set001_000082_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000082_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000082_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000082_0000000000500663.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001054_00000000005005B7.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:31,-0.445542,402,ok,N.A.,,37,37.0,234,234.0,19.5,19.5,2122,2122.0,0.6,0.6,4.4,4.4,OVER,,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000083,propene,set-001,set-1,83,10,2026-05-15 19:41:33.281542,2026-05-15 19:41:33.359542,2026-05-15 19:41:33.203542,2026-05-15 19:41:33.289596,156,8.054,3533,25.001936,768,576,12912,83,1055,5246343,5246187,data/propene/set-001/rgb/flare_20260515_propene_set001_000083_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000083_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000083_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000083_0000000000500D87.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001055_0000000000500CEB.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:33,-0.281542,404,ok,15.3,15.3,37,37.0,250,250.0,18.5,18.5,2138,2138.0,1.5,1.5,4.4,4.4,752,752.0,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000084,propene,set-001,set-1,84,10,2026-05-15 19:41:34.945542,2026-05-15 19:41:35.031542,2026-05-15 19:41:34.859542,2026-05-15 19:41:34.929469,172,-16.073,3574,25.001936,768,576,12912,84,1056,5248015,5247843,data/propene/set-001/rgb/flare_20260515_propene_set001_000084_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000084_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000084_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000084_000000000050140F.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001056_0000000000501363.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:35,0.054458,410,ok,N.A.,,37,37.0,267,267.0,267,267.0,267,267.0,18.4,18.4,3.2,3.2,0,0.0,4.4,4.4,398,398.0,N.A.,,reject,carbon_dioxide_percent_outside_0_15;oxygen_percent_outside_0_23;oxygen_plus_co2_gt_23,,gas-qc-v1
flare_20260515_propene_set001_000085,propene,set-001,set-1,85,10,2026-05-15 19:41:36.609542,2026-05-15 19:41:36.687542,2026-05-15 19:41:36.531542,2026-05-15 19:41:36.609339,156,-0.203,3616,25.001936,768,576,12912,85,1057,5249671,5249515,data/propene/set-001/rgb/flare_20260515_propene_set001_000085_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000085_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000085_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000085_0000000000501A87.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001057_00000000005019EB.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:37,0.390458,414,ok,N.A.,,37,37.0,267,267.0,16.7,16.7,3417,3417.0,1.6,1.6,4.4,4.4,521,521.0,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000086,propene,set-001,set-1,86,10,2026-05-15 19:41:38.445542,2026-05-15 19:41:38.531542,2026-05-15 19:41:38.359542,2026-05-15 19:41:38.449197,172,3.655,3662,25.001936,768,576,12912,86,1058,5251515,5251343,data/propene/set-001/rgb/flare_20260515_propene_set001_000086_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000086_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000086_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000086_00000000005021BB.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001058_000000000050210F.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:38,-0.445542,415,ok,57.1,57.1,37,37.0,263,263.0,15.3,15.3,3673,3673.0,1.0,1.0,4.4,4.4,794,794.0,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000087,propene,set-001,set-1,87,10,2026-05-15 19:41:40.109542,2026-05-15 19:41:40.187542,2026-05-15 19:41:40.031542,2026-05-15 19:41:40.129066,156,19.524,3704,25.001936,768,576,12912,87,1059,5253171,5253015,data/propene/set-001/rgb/flare_20260515_propene_set001_000087_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000087_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000087_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000087_0000000000502833.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001059_0000000000502797.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:40,-0.109542,417,ok,69.6,69.6,37,37.0,254,254.0,14.8,14.8,4257,4257.0,0.2,0.2,4.3,4.3,OVER,,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000088,propene,set-001,set-1,88,10,2026-05-15 19:41:41.781542,2026-05-15 19:41:41.859542,2026-05-15 19:41:41.703542,2026-05-15 19:41:41.768939,156,-12.603,3745,25.001936,768,576,12912,88,1060,5254843,5254687,data/propene/set-001/rgb/flare_20260515_propene_set001_000088_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000088_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000088_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000088_0000000000502EBB.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001060_0000000000502E1F.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:42,0.218458,419,ok,N.A.,,37,37.0,249,249.0,17.7,17.7,3997,3997.0,0.0,0.0,4.3,4.3,OVER,,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000089,propene,set-001,set-1,89,10,2026-05-15 19:41:43.609542,2026-05-15 19:41:43.687542,2026-05-15 19:41:43.531542,2026-05-15 19:41:43.608797,156,-0.745,3791,25.001936,768,576,12912,89,1061,5256671,5256515,data/propene/set-001/rgb/flare_20260515_propene_set001_000089_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000089_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000089_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000089_00000000005035DF.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001061_0000000000503543.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:44,0.390458,421,ok,OVER,,37,37.0,247,247.0,19.8,19.8,3371,3371.0,0.0,0.0,4.3,4.3,OVER,,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000090,propene,set-001,set-1,90,10,2026-05-15 19:41:45.281542,2026-05-15 19:41:45.359542,2026-05-15 19:41:45.203542,2026-05-15 19:41:45.288667,156,7.125,3833,25.001936,768,576,12912,90,1062,5258343,5258187,data/propene/set-001/rgb/flare_20260515_propene_set001_000090_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000090_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000090_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000090_0000000000503C67.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001062_0000000000503BCB.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:45,-0.281542,422,ok,OVER,,37,37.0,245,245.0,20.3,20.3,3136,3136.0,0.5,0.5,4.3,4.3,OVER,,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000091,propene,set-001,set-1,91,10,2026-05-15 19:41:46.945542,2026-05-15 19:41:47.031542,2026-05-15 19:41:46.859542,2026-05-15 19:41:46.928540,172,-17.002,3874,25.001936,768,576,12912,91,1063,5260015,5259843,data/propene/set-001/rgb/flare_20260515_propene_set001_000091_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000091_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000091_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000091_00000000005042EF.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001063_0000000000504243.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:47,0.054458,424,ok,N.A.,,37,37.0,238,238.0,20.3,20.3,3622,3622.0,0.2,0.2,4.3,4.3,OVER,,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000092,propene,set-001,set-1,92,10,2026-05-15 19:41:48.609542,2026-05-15 19:41:48.687542,2026-05-15 19:41:48.531542,2026-05-15 19:41:48.608410,156,-1.132,3916,25.001936,768,576,12912,92,1064,5261671,5261515,data/propene/set-001/rgb/flare_20260515_propene_set001_000092_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000092_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000092_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000092_0000000000504967.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001064_00000000005048CB.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:49,0.390458,426,ok,OVER,,37,37.0,232,232.0,20.0,20.0,2752,2752.0,0.0,0.0,4.3,4.3,OVER,,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000093,propene,set-001,set-1,93,10,2026-05-15 19:41:50.281542,2026-05-15 19:41:50.359542,2026-05-15 19:41:50.203542,2026-05-15 19:41:50.288280,156,6.738,3958,25.001936,768,576,12912,93,1065,5263343,5263187,data/propene/set-001/rgb/flare_20260515_propene_set001_000093_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000093_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000093_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000093_0000000000504FEF.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001065_0000000000504F53.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:50,-0.281542,427,ok,OVER,,37,37.0,37,37.0,37,37.0,229,229.0,20.1,20.1,0.0,0.0,3330,3330.0,4.3,4.3,OVER,,N.A.,,reject,carbon_dioxide_percent_outside_0_15;oxygen_percent_outside_0_23;oxygen_plus_co2_gt_23;stack_temp_equals_oxygen_small,,gas-qc-v1
flare_20260515_propene_set001_000094,propene,set-001,set-1,94,10,2026-05-15 19:41:51.945542,2026-05-15 19:41:52.031542,2026-05-15 19:41:51.859542,2026-05-15 19:41:51.928153,172,-17.389,3999,25.001936,768,576,12912,94,1066,5265015,5264843,data/propene/set-001/rgb/flare_20260515_propene_set001_000094_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000094_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000094_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000094_0000000000505677.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001066_00000000005055CB.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:52,0.054458,429,ok,OVER,,37,37.0,224,224.0,20.7,20.7,2485,2485.0,0.0,0.0,4.4,4.4,OVER,,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000095,propene,set-001,set-1,95,10,2026-05-15 19:41:53.609542,2026-05-15 19:41:53.687542,2026-05-15 19:41:53.531542,2026-05-15 19:41:53.608022,156,-1.52,4041,25.001936,768,576,12912,95,1067,5266671,5266515,data/propene/set-001/rgb/flare_20260515_propene_set001_000095_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000095_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000095_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000095_0000000000505CEF.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001067_0000000000505C53.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:54,0.390458,431,ok,OVER,,OVER,,37,37.0,220,220.0,21.0,21.0,476,476.0,1720,1720.0,4.4,4.4,OVER,,N.A.,,N.A.,,reject,carbon_dioxide_percent_outside_0_15;oxygen_percent_outside_0_23;oxygen_plus_co2_gt_23;stack_draft_abs_gt_100_column_shift,ambient_temp_missing,gas-qc-v1
flare_20260515_propene_set001_000096,propene,set-001,set-1,96,10,2026-05-15 19:41:55.281542,2026-05-15 19:41:55.359542,2026-05-15 19:41:55.203542,2026-05-15 19:41:55.287892,156,6.35,4083,25.001936,768,576,12912,96,1068,5268343,5268187,data/propene/set-001/rgb/flare_20260515_propene_set001_000096_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000096_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000096_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000096_0000000000506377.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001068_00000000005062DB.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:55,-0.281542,432,ok,OVER,,37,37.0,221,221.0,21.0,21.0,419,419.0,0.0,0.0,4.4,4.4,OVER,,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000097,propene,set-001,set-1,97,10,2026-05-15 19:41:56.945542,2026-05-15 19:41:57.031542,2026-05-15 19:41:56.859542,2026-05-15 19:41:56.927765,172,-17.777,4124,25.001936,768,576,12912,97,1069,5270015,5269843,data/propene/set-001/rgb/flare_20260515_propene_set001_000097_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000097_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000097_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000097_00000000005069FF.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001069_0000000000506953.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:57,0.054458,436,ok,OVER,,37,37.0,37,37.0,228,228.0,21.1,21.1,323,323.0,1424,1424.0,4.4,4.4,OVER,,N.A.,,N.A.,,reject,carbon_dioxide_percent_outside_0_15;oxygen_percent_outside_0_23;oxygen_plus_co2_gt_23;stack_draft_abs_gt_100_column_shift,,gas-qc-v1
flare_20260515_propene_set001_000098,propene,set-001,set-1,98,10,2026-05-15 19:41:58.609542,2026-05-15 19:41:58.687542,2026-05-15 19:41:58.531542,2026-05-15 19:41:58.607635,156,-1.907,4166,25.001936,768,576,12912,98,1070,5271671,5271515,data/propene/set-001/rgb/flare_20260515_propene_set001_000098_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000098_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000098_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000098_0000000000507077.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001070_0000000000506FDB.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:41:59,0.390458,440,ok,OVER,,37,37.0,242,242.0,20.9,20.9,255,255.0,1.8,1.8,4.3,4.3,OVER,,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000099,propene,set-001,set-1,99,10,2026-05-15 19:42:00.281542,2026-05-15 19:42:00.359542,2026-05-15 19:42:00.203542,2026-05-15 19:42:00.287505,156,5.963,4208,25.001936,768,576,12912,99,1071,5273343,5273187,data/propene/set-001/rgb/flare_20260515_propene_set001_000099_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000099_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000099_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000099_00000000005076FF.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001071_0000000000507663.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:42:00,-0.281542,441,ok,N.A.,,37,37.0,248,248.0,20.4,20.4,242,242.0,2.2,2.2,4.3,4.3,522,522.0,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_propene_set001_000100,propene,set-001,set-1,100,10,2026-05-15 19:42:01.945542,2026-05-15 19:42:02.031542,2026-05-15 19:42:01.859542,2026-05-15 19:42:01.927378,172,-18.164,4249,25.001936,768,576,12912,100,1072,5275015,5274843,data/propene/set-001/rgb/flare_20260515_propene_set001_000100_rgb.png,data/propene/set-001/ir/flare_20260515_propene_set001_000100_ir.png,data/propene/set-001/thermal/flare_20260515_propene_set001_000100_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\RGB\00000100_0000000000507D87.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\IR\00001072_0000000000507CDB.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\propene\set-1\Thermal\Rec_20260515_193911_888.mp4,ok,2026-05-15 19:42:02,0.054458,443,ok,N.A.,,37,37.0,256,256.0,18.3,18.3,1621,1621.0,1.7,1.7,4.3,4.3,574,574.0,N.A.,,N.A.,,0.0,0.0,ok,,,gas-qc-v1
